% time spent exploring,episodes,mean 100 episode reward,steps
95,10,21.8,195
91,20,20.7,392
86,30,21.4,621
82,40,21.0,819
76,50,22.5,1102
68,60,24.6,1452
56,70,28.7,1977
46,80,31.2,2466
35,90,33.5,2983
26,100,33.9,3353
14,110,37.3,3923
5,120,39.3,4318
2,130,40.9,4714
2,140,42.5,5070
2,150,42.5,5352
2,160,41.8,5627
2,170,39.2,5894
2,180,36.8,6147
2,190,34.2,6405
2,200,33.0,6657
2,210,29.6,6885
2,220,28.3,7148
2,230,26.7,7387
2,240,25.7,7642
2,250,25.4,7895
2,260,25.8,8211
2,270,26.3,8522
2,280,26.3,8778
2,290,27.6,9170
2,300,30.0,9653
2,310,34.4,10330
2,320,41.8,11330
2,330,46.7,12060
2,340,54.2,13060
2,350,61.6,14060
