% time spent exploring,episodes,mean 100 episode reward,steps
95,10,24.8,222
90,20,23.0,436
85,30,23.2,671
81,40,21.9,853
76,50,22.0,1079
71,60,21.8,1287
68,70,20.8,1436
65,80,20.0,1580
62,90,19.5,1738
58,100,19.2,1897
55,110,18.1,2031
52,120,17.3,2163
50,130,16.1,2282
47,140,15.5,2406
45,150,14.4,2524
42,160,13.5,2640
39,170,13.3,2768
36,180,13.1,2894
34,190,12.7,3006
32,200,12.2,3119
29,210,12.0,3228
27,220,11.7,3332
24,230,11.7,3450
22,240,11.5,3555
20,250,11.3,3656
18,260,11.1,3752
16,270,10.9,3854
14,280,10.5,3948
11,290,10.4,4050
9,300,10.3,4150
7,310,10.2,4249
5,320,10.2,4349
3,330,10.0,4451
2,340,9.9,4549
2,350,9.8,4641
2,360,9.8,4735
2,370,9.8,4834
2,380,9.8,4929
2,390,9.7,5022
2,400,9.7,5122
2,410,9.6,5214
2,420,9.6,5306
2,430,9.5,5399
2,440,9.5,5495
2,450,9.5,5590
2,460,9.5,5684
2,470,9.4,5777
2,480,9.4,5868
2,490,9.4,5965
2,500,9.4,6066
2,510,9.5,6162
2,520,9.6,6261
2,530,9.6,6356
2,540,9.5,6448
2,550,9.5,6542
2,560,9.5,6636
2,570,9.6,6732
2,580,9.6,6824
2,590,9.5,6919
2,600,9.5,7014
2,610,9.5,7110
2,620,9.4,7204
2,630,9.4,7301
2,640,9.5,7400
2,650,9.5,7495
2,660,9.6,7592
2,670,9.5,7686
2,680,9.6,7781
2,690,9.6,7878
2,700,9.6,7972
2,710,9.6,8072
2,720,9.6,8165
2,730,9.6,8263
2,740,9.6,8357
2,750,9.6,8452
2,760,9.5,8542
2,770,9.5,8640
2,780,9.5,8735
2,790,9.5,8827
2,800,9.5,8919
2,810,9.5,9019
2,820,9.4,9110
2,830,9.4,9208
2,840,9.4,9300
2,850,9.4,9391
2,860,9.4,9484
2,870,9.4,9579
2,880,9.4,9673
2,890,9.4,9765
2,900,9.4,9858
2,910,9.3,9952
2,920,9.4,10045
2,930,9.3,10139
2,940,9.3,10234
2,950,9.4,10331
2,960,9.4,10428
2,970,9.4,10519
2,980,9.4,10616
2,990,9.5,10711
2,1000,9.4,10802
2,1010,9.4,10896
2,1020,9.5,10992
2,1030,9.5,11090
2,1040,9.5,11187
2,1050,9.5,11284
2,1060,9.5,11377
2,1070,9.6,11474
2,1080,9.6,11573
2,1090,9.6,11668
2,1100,9.6,11763
2,1110,9.6,11860
2,1120,9.6,11957
2,1130,9.6,12052
2,1140,9.6,12149
2,1150,9.6,12244
2,1160,9.6,12341
2,1170,9.6,12432
2,1180,9.5,12526
2,1190,9.5,12618
2,1200,9.5,12709
2,1210,9.4,12805
2,1220,9.4,12900
2,1230,9.4,12997
2,1240,9.4,13089
2,1250,9.4,13183
2,1260,9.4,13279
2,1270,9.4,13368
2,1280,9.4,13463
2,1290,9.4,13556
2,1300,9.5,13655
2,1310,9.5,13751
2,1320,9.4,13844
2,1330,9.4,13939
2,1340,9.4,14029
2,1350,9.4,14127
2,1360,9.4,14223
2,1370,9.5,14315
2,1380,9.4,14408
2,1390,9.4,14497
2,1400,9.4,14591
2,1410,9.3,14684
2,1420,9.3,14778
2,1430,9.3,14866
2,1440,9.3,14960
