% time spent exploring,episodes,mean 100 episode reward,steps
93,10,21.2,190
88,20,19.2,363
81,30,19.9,577
73,40,20.7,808
57,50,26.4,1293
30,60,35.9,2118
6,70,41.4,2855
2,80,58.5,4619
2,90,73.5,6537
2,100,79.8,7897
2,110,97.0,9889
