# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.689999999999999858e+01,2.620000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,3.310000000000000142e+01,6.510000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,3.169999999999999929e+01,9.460000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,3.229999999999999716e+01,1.290000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,3.500000000000000000e+01,1.809000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.960000000000000142e+01,2.401000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,4.439999999999999858e+01,3.084000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,4.689999999999999858e+01,3.806000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,5.129999999999999716e+01,4.666000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,5.360000000000000142e+01,5.331000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.700000000000000000e+01,6.039000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,6.310000000000000142e+01,7.032000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,7.009999999999999432e+01,8.032000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.579999999999999716e+01,8.944000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,8.129999999999999716e+01,9.944000000000000000e+03
