# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,1.789999999999999858e+01,1.910000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,1.910000000000000142e+01,3.810000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.380000000000000071e+01,7.130000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.969999999999999929e+01,1.192000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,3.270000000000000284e+01,1.649000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.529999999999999716e+01,2.184000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,4.050000000000000000e+01,2.836000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,4.420000000000000284e+01,3.549000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,4.860000000000000142e+01,4.422000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,5.370000000000000284e+01,5.414000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,6.039999999999999858e+01,6.298000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,6.740000000000000568e+01,7.199000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,7.400000000000000000e+01,8.184000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.929999999999999716e+01,9.184000000000000000e+03
