# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.239999999999999858e+01,2.260000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,1.989999999999999858e+01,4.090000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,1.919999999999999929e+01,5.660000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.050000000000000000e+01,8.170000000000000000e+02
6.733333333333332860e+01,5.000000000000000000e+01,2.330000000000000071e+01,1.171000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,2.469999999999999929e+01,1.505000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,2.830000000000000071e+01,1.983000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,2.989999999999999858e+01,2.409000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,3.320000000000000284e+01,3.052000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,3.479999999999999716e+01,3.482000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,3.789999999999999858e+01,4.078000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,4.260000000000000142e+01,4.707000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,5.029999999999999716e+01,5.601000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,5.610000000000000142e+01,6.511000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,6.260000000000000142e+01,7.508000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,6.759999999999999432e+01,8.319000000000000000e+03
2.000000000000001776e+00,1.700000000000000000e+02,7.270000000000000284e+01,9.319000000000000000e+03
