# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.480000000000000071e+01,2.460000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.350000000000000000e+01,4.610000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.210000000000000142e+01,6.600000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.230000000000000071e+01,8.960000000000000000e+02
6.733333333333332860e+01,5.000000000000000000e+01,2.110000000000000142e+01,1.061000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,2.119999999999999929e+01,1.261000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,2.239999999999999858e+01,1.568000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,2.619999999999999929e+01,2.131000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,2.789999999999999858e+01,2.530000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,3.069999999999999929e+01,3.095000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,3.320000000000000284e+01,3.631000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,3.639999999999999858e+01,4.141000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,4.060000000000000142e+01,4.754000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,4.510000000000000142e+01,5.428000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,4.860000000000000142e+01,5.960000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,5.189999999999999858e+01,6.475000000000000000e+03
2.000000000000001776e+00,1.700000000000000000e+02,5.479999999999999716e+01,7.065000000000000000e+03
2.000000000000001776e+00,1.800000000000000000e+02,5.439999999999999858e+01,7.551000000000000000e+03
2.000000000000001776e+00,1.900000000000000000e+02,5.579999999999999716e+01,8.090000000000000000e+03
2.000000000000001776e+00,2.000000000000000000e+02,5.360000000000000142e+01,8.428000000000000000e+03
2.000000000000001776e+00,2.100000000000000000e+02,5.479999999999999716e+01,9.099000000000000000e+03
2.000000000000001776e+00,2.200000000000000000e+02,5.520000000000000284e+01,9.644000000000000000e+03
2.000000000000001776e+00,2.300000000000000000e+02,5.179999999999999716e+01,9.927000000000000000e+03
