# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.239999999999999858e+01,2.220000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.410000000000000142e+01,4.690000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.480000000000000071e+01,7.520000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.789999999999999858e+01,1.139000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,2.960000000000000142e+01,1.467000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.160000000000000142e+01,1.893000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,3.220000000000000284e+01,2.267000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,3.489999999999999858e+01,2.811000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,3.720000000000000284e+01,3.414000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,3.839999999999999858e+01,3.830000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,4.370000000000000284e+01,4.669000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,4.820000000000000284e+01,5.377000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,5.510000000000000142e+01,6.317000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,6.110000000000000142e+01,7.299000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,6.750000000000000000e+01,8.299000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,7.270000000000000284e+01,9.235000000000000000e+03
