# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.239999999999999858e+01,2.160000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.230000000000000071e+01,4.360000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.380000000000000071e+01,7.650000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,3.119999999999999929e+01,1.270000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,3.139999999999999858e+01,1.617000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.729999999999999716e+01,2.240000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,4.129999999999999716e+01,2.906000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,4.670000000000000284e+01,3.787000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,5.000000000000000000e+01,4.472000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,5.170000000000000284e+01,5.136000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.829999999999999716e+01,6.136000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,6.600000000000000000e+01,7.125000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,7.340000000000000568e+01,8.125000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.809999999999999432e+01,9.125000000000000000e+03
