# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.160000000000000142e+01,2.150000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.519999999999999929e+01,5.110000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.750000000000000000e+01,8.240000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,3.329999999999999716e+01,1.331000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,3.729999999999999716e+01,1.839000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,4.239999999999999858e+01,2.603000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,4.620000000000000284e+01,3.290000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,5.050000000000000000e+01,4.090000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,5.250000000000000000e+01,4.770000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,5.600000000000000000e+01,5.647000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.979999999999999716e+01,6.276000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,6.700000000000000000e+01,7.276000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,7.379999999999999716e+01,8.276000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.709999999999999432e+01,9.016000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,7.550000000000000000e+01,9.475000000000000000e+03
