% time spent exploring,episodes,mean 100 episode reward,steps
89,10,17.9,160
75,20,19.4,368
66,30,17.6,510
57,40,16.8,656
48,50,16.2,791
32,60,17.5,1031
2,70,21.7,1494
2,80,22.6,1781
2,90,23.5,2090
2,100,24.9,2465
2,110,28.6,3024
2,120,32.3,3602
2,130,36.1,4122
2,140,39.8,4639
