% time spent exploring,episodes,mean 100 episode reward,steps
89,10,18.6,166
79,20,16.9,321
67,30,17.4,505
40,40,23.4,912
2,50,30.7,1504
2,60,40.8,2409
2,70,58.5,4036
2,80,59.4,4690
