% time spent exploring,episodes,mean 100 episode reward,steps
86,10,23.9,214
73,20,21.4,405
60,30,20.9,604
52,40,18.5,720
43,50,17.8,872
35,60,16.7,983
28,70,15.8,1091
21,80,15.3,1204
14,90,14.8,1314
5,100,14.5,1439
2,110,15.8,1793
2,120,16.5,2059
2,130,18.6,2461
2,140,22.7,2986
2,150,25.8,3456
2,160,26.2,3606
2,170,26.3,3722
2,180,26.2,3827
2,190,26.2,3930
2,200,25.9,4031
2,210,23.8,4177
2,220,24.6,4514
