% time spent exploring,episodes,mean 100 episode reward,steps
93,10,23.7,212
86,20,23.5,446
80,30,22.8,659
73,40,24.1,939
67,50,25.7,1260
60,60,28.0,1650
54,70,32.8,2265
47,80,35.5,2805
41,90,39.8,3545
34,100,45.4,4489
28,110,52.4,5449
21,120,57.7,6218
15,130,65.6,7218
8,140,72.8,8218
2,150,79.6,9218
2,160,85.7,10218
2,170,89.5,11218
2,180,94.1,12218
2,190,91.6,12710
2,200,91.6,13653
2,210,91.6,14608
