% time spent exploring,episodes,mean 100 episode reward,steps
93,10,19.2,172
86,20,22.5,426
80,30,18.9,546
73,40,20.4,796
67,50,22.7,1113
60,60,26.7,1572
54,70,29.2,2015
47,80,36.0,2841
41,90,39.9,3547
34,100,40.2,3980
28,110,47.7,4946
21,120,53.9,5816
15,130,61.4,6684
8,140,67.0,7498
2,150,73.8,8498
2,160,79.3,9498
2,170,84.8,10498
2,180,86.6,11498
2,190,89.5,12498
2,200,95.2,13498
2,210,95.5,14498
