# T_act, T_step, T_expr_rply, T_updt_ntwrk, T_log, T_total
1.810312271118164062e-03,1.081853344440460205e+02,1.684241771697998047e+00,0.000000000000000000e+00,1.397848129272460938e-03,1.101448605060577393e+02
