% time spent exploring,episodes,mean 100 episode reward,steps
93,10,20.6,184
86,20,20.6,390
80,30,22.3,646
73,40,26.4,1029
67,50,27.5,1345
60,60,30.6,1803
54,70,35.1,2419
47,80,39.0,3080
41,90,43.3,3854
34,100,45.6,4509
28,110,51.4,5321
21,120,58.5,6237
15,130,65.9,7237
8,140,72.1,8237
2,150,78.9,9237
2,160,84.0,10207
2,170,87.9,11207
2,180,91.3,12207
2,190,93.5,13207
2,200,97.0,14207
2,210,96.6,14976
