# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,1.860000000000000142e+01,1.870000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.180000000000000071e+01,4.350000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.519999999999999929e+01,7.590000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.680000000000000071e+01,1.062000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,2.919999999999999929e+01,1.444000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.370000000000000284e+01,2.034000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,3.929999999999999716e+01,2.770000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,4.460000000000000142e+01,3.620000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,4.770000000000000284e+01,4.304000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,5.000000000000000000e+01,5.054000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.700000000000000000e+01,5.899000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,6.379999999999999716e+01,6.899000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,7.070000000000000284e+01,7.899000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.679999999999999716e+01,8.824000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,8.290000000000000568e+01,9.824000000000000000e+03
