# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.400000000000000000e+01,2.860000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.330000000000000071e+01,4.570000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.469999999999999929e+01,7.350000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.539999999999999858e+01,1.025000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,2.650000000000000000e+01,1.328000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,2.980000000000000071e+01,1.804000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,3.529999999999999716e+01,2.454000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,3.850000000000000000e+01,3.145000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,4.189999999999999858e+01,3.781000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,4.460000000000000142e+01,4.494000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.139999999999999858e+01,5.455000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,5.829999999999999716e+01,6.371000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,6.559999999999999432e+01,7.371000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.140000000000000568e+01,8.237000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,7.840000000000000568e+01,9.237000000000000000e+03
