# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.069999999999999929e+01,2.020000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,1.910000000000000142e+01,3.800000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.269999999999999929e+01,7.100000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.610000000000000142e+01,1.034000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,2.900000000000000000e+01,1.522000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.270000000000000284e+01,2.021000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,3.820000000000000284e+01,2.663000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,4.279999999999999716e+01,3.440000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,4.489999999999999858e+01,4.087000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,4.770000000000000284e+01,4.790000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.500000000000000000e+01,5.790000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,6.270000000000000284e+01,6.732000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,6.879999999999999716e+01,7.641000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.520000000000000284e+01,8.641000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,8.120000000000000284e+01,9.641000000000000000e+03
