# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,1.830000000000000071e+01,1.790000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,1.980000000000000071e+01,3.930000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,1.969999999999999929e+01,5.850000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.330000000000000071e+01,9.230000000000000000e+02
6.733333333333332860e+01,5.000000000000000000e+01,2.689999999999999858e+01,1.386000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.310000000000000142e+01,2.050000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,4.050000000000000000e+01,2.895000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,4.460000000000000142e+01,3.574000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,4.670000000000000284e+01,4.254000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,4.950000000000000000e+01,4.921000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.189999999999999858e+01,5.390000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,5.829999999999999716e+01,6.303000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,6.629999999999999716e+01,7.303000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.290000000000000568e+01,8.303000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,7.890000000000000568e+01,9.303000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,8.250000000000000000e+01,1.030300000000000000e+04
2.000000000000001776e+00,1.700000000000000000e+02,8.250000000000000000e+01,1.106500000000000000e+04
2.000000000000001776e+00,1.800000000000000000e+02,8.429999999999999716e+01,1.206000000000000000e+04
2.000000000000001776e+00,1.900000000000000000e+02,8.809999999999999432e+01,1.306000000000000000e+04
2.000000000000001776e+00,2.000000000000000000e+02,9.059999999999999432e+01,1.406000000000000000e+04
2.000000000000001776e+00,2.100000000000000000e+02,9.579999999999999716e+01,1.504000000000000000e+04
2.000000000000001776e+00,2.200000000000000000e+02,9.729999999999999716e+01,1.603600000000000000e+04
2.000000000000001776e+00,2.300000000000000000e+02,9.720000000000000284e+01,1.702100000000000000e+04
2.000000000000001776e+00,2.400000000000000000e+02,9.679999999999999716e+01,1.797900000000000000e+04
2.000000000000001776e+00,2.500000000000000000e+02,9.679999999999999716e+01,1.897900000000000000e+04
2.000000000000001776e+00,2.600000000000000000e+02,9.679999999999999716e+01,1.997900000000000000e+04
