# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.769999999999999929e+01,2.620000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.360000000000000142e+01,5.300000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.680000000000000071e+01,8.140000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.889999999999999858e+01,1.144000000000000000e+03
6.733333333333332860e+01,5.000000000000000000e+01,3.000000000000000000e+01,1.564000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,3.520000000000000284e+01,2.114000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,3.739999999999999858e+01,2.610000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,4.170000000000000284e+01,3.392000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,4.529999999999999716e+01,4.133000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,4.950000000000000000e+01,4.952000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,5.520000000000000284e+01,5.789000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,6.229999999999999716e+01,6.781000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,6.809999999999999432e+01,7.692000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,7.459999999999999432e+01,8.692000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,8.120000000000000284e+01,9.692000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,8.520000000000000284e+01,1.069200000000000000e+04
2.000000000000001776e+00,1.700000000000000000e+02,9.009999999999999432e+01,1.169200000000000000e+04
2.000000000000001776e+00,1.800000000000000000e+02,8.959999999999999432e+01,1.235100000000000000e+04
2.000000000000001776e+00,1.900000000000000000e+02,9.220000000000000284e+01,1.335100000000000000e+04
2.000000000000001776e+00,2.000000000000000000e+02,9.350000000000000000e+01,1.435100000000000000e+04
2.000000000000001776e+00,2.100000000000000000e+02,9.479999999999999716e+01,1.535100000000000000e+04
2.000000000000001776e+00,2.200000000000000000e+02,9.570000000000000284e+01,1.635100000000000000e+04
2.000000000000001776e+00,2.300000000000000000e+02,9.659999999999999432e+01,1.735100000000000000e+04
2.000000000000001776e+00,2.400000000000000000e+02,9.659999999999999432e+01,1.835100000000000000e+04
2.000000000000001776e+00,2.500000000000000000e+02,9.659999999999999432e+01,1.935100000000000000e+04
