# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.830000000000000071e+01,2.790000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.439999999999999858e+01,4.750000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.219999999999999929e+01,6.610000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.119999999999999929e+01,8.390000000000000000e+02
6.733333333333332860e+01,5.000000000000000000e+01,2.069999999999999929e+01,1.025000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,1.960000000000000142e+01,1.167000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,1.919999999999999929e+01,1.341000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,1.889999999999999858e+01,1.507000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,1.810000000000000142e+01,1.622000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,1.769999999999999929e+01,1.768000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,1.630000000000000071e+01,1.897000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,1.559999999999999964e+01,2.033000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,1.519999999999999929e+01,2.167000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,1.419999999999999929e+01,2.261000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,1.350000000000000000e+01,2.374000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,1.300000000000000000e+01,2.468000000000000000e+03
2.000000000000001776e+00,1.700000000000000000e+02,1.250000000000000000e+01,2.584000000000000000e+03
2.000000000000001776e+00,1.800000000000000000e+02,1.169999999999999929e+01,2.674000000000000000e+03
2.000000000000001776e+00,1.900000000000000000e+02,1.150000000000000000e+01,2.766000000000000000e+03
2.000000000000001776e+00,2.000000000000000000e+02,1.100000000000000000e+01,2.859000000000000000e+03
2.000000000000001776e+00,2.100000000000000000e+02,1.059999999999999964e+01,2.961000000000000000e+03
2.000000000000001776e+00,2.200000000000000000e+02,1.030000000000000071e+01,3.055000000000000000e+03
2.000000000000001776e+00,2.300000000000000000e+02,9.800000000000000711e+00,3.150000000000000000e+03
2.000000000000001776e+00,2.400000000000000000e+02,9.900000000000000355e+00,3.244000000000000000e+03
2.000000000000001776e+00,2.500000000000000000e+02,9.599999999999999645e+00,3.336000000000000000e+03
2.000000000000001776e+00,2.600000000000000000e+02,9.900000000000000355e+00,3.455000000000000000e+03
2.000000000000001776e+00,2.700000000000000000e+02,9.599999999999999645e+00,3.548000000000000000e+03
2.000000000000001776e+00,2.800000000000000000e+02,9.599999999999999645e+00,3.639000000000000000e+03
2.000000000000001776e+00,2.900000000000000000e+02,9.800000000000000711e+00,3.747000000000000000e+03
2.000000000000001776e+00,3.000000000000000000e+02,9.800000000000000711e+00,3.838000000000000000e+03
2.000000000000001776e+00,3.100000000000000000e+02,9.699999999999999289e+00,3.934000000000000000e+03
2.000000000000001776e+00,3.200000000000000000e+02,1.000000000000000000e+01,4.058000000000000000e+03
2.000000000000001776e+00,3.300000000000000000e+02,1.009999999999999964e+01,4.155000000000000000e+03
2.000000000000001776e+00,3.400000000000000000e+02,1.009999999999999964e+01,4.252000000000000000e+03
2.000000000000001776e+00,3.500000000000000000e+02,1.019999999999999929e+01,4.351000000000000000e+03
2.000000000000001776e+00,3.600000000000000000e+02,1.019999999999999929e+01,4.472000000000000000e+03
2.000000000000001776e+00,3.700000000000000000e+02,1.019999999999999929e+01,4.571000000000000000e+03
2.000000000000001776e+00,3.800000000000000000e+02,1.030000000000000071e+01,4.667000000000000000e+03
2.000000000000001776e+00,3.900000000000000000e+02,1.009999999999999964e+01,4.760000000000000000e+03
2.000000000000001776e+00,4.000000000000000000e+02,1.019999999999999929e+01,4.854000000000000000e+03
2.000000000000001776e+00,4.100000000000000000e+02,1.019999999999999929e+01,4.955000000000000000e+03
2.000000000000001776e+00,4.200000000000000000e+02,9.900000000000000355e+00,5.050000000000000000e+03
2.000000000000001776e+00,4.300000000000000000e+02,9.900000000000000355e+00,5.144000000000000000e+03
2.000000000000001776e+00,4.400000000000000000e+02,1.000000000000000000e+01,5.254000000000000000e+03
2.000000000000001776e+00,4.500000000000000000e+02,1.000000000000000000e+01,5.346000000000000000e+03
2.000000000000001776e+00,4.600000000000000000e+02,9.900000000000000355e+00,5.457000000000000000e+03
2.000000000000001776e+00,4.700000000000000000e+02,9.800000000000000711e+00,5.568000000000000000e+03
2.000000000000001776e+00,4.800000000000000000e+02,1.000000000000000000e+01,5.669000000000000000e+03
2.000000000000001776e+00,4.900000000000000000e+02,1.000000000000000000e+01,5.764000000000000000e+03
2.000000000000001776e+00,5.000000000000000000e+02,1.000000000000000000e+01,5.858000000000000000e+03
2.000000000000001776e+00,5.100000000000000000e+02,1.000000000000000000e+01,5.953000000000000000e+03
2.000000000000001776e+00,5.200000000000000000e+02,1.000000000000000000e+01,6.066000000000000000e+03
2.000000000000001776e+00,5.300000000000000000e+02,1.009999999999999964e+01,6.155000000000000000e+03
2.000000000000001776e+00,5.400000000000000000e+02,1.000000000000000000e+01,6.253000000000000000e+03
2.000000000000001776e+00,5.500000000000000000e+02,1.009999999999999964e+01,6.357000000000000000e+03
2.000000000000001776e+00,5.600000000000000000e+02,1.009999999999999964e+01,6.468000000000000000e+03
2.000000000000001776e+00,5.700000000000000000e+02,1.040000000000000036e+01,6.591000000000000000e+03
2.000000000000001776e+00,5.800000000000000000e+02,1.019999999999999929e+01,6.688000000000000000e+03
2.000000000000001776e+00,5.900000000000000000e+02,1.030000000000000071e+01,6.796000000000000000e+03
2.000000000000001776e+00,6.000000000000000000e+02,1.050000000000000000e+01,6.904000000000000000e+03
2.000000000000001776e+00,6.100000000000000000e+02,1.040000000000000036e+01,6.996000000000000000e+03
2.000000000000001776e+00,6.200000000000000000e+02,1.040000000000000036e+01,7.089000000000000000e+03
2.000000000000001776e+00,6.300000000000000000e+02,1.040000000000000036e+01,7.199000000000000000e+03
2.000000000000001776e+00,6.400000000000000000e+02,1.040000000000000036e+01,7.293000000000000000e+03
2.000000000000001776e+00,6.500000000000000000e+02,1.030000000000000071e+01,7.390000000000000000e+03
2.000000000000001776e+00,6.600000000000000000e+02,1.019999999999999929e+01,7.484000000000000000e+03
2.000000000000001776e+00,6.700000000000000000e+02,9.900000000000000355e+00,7.585000000000000000e+03
2.000000000000001776e+00,6.800000000000000000e+02,1.000000000000000000e+01,7.690000000000000000e+03
2.000000000000001776e+00,6.900000000000000000e+02,1.009999999999999964e+01,7.802000000000000000e+03
2.000000000000001776e+00,7.000000000000000000e+02,1.000000000000000000e+01,7.900000000000000000e+03
2.000000000000001776e+00,7.100000000000000000e+02,1.000000000000000000e+01,7.997000000000000000e+03
2.000000000000001776e+00,7.200000000000000000e+02,1.009999999999999964e+01,8.103000000000000000e+03
2.000000000000001776e+00,7.300000000000000000e+02,1.000000000000000000e+01,8.203000000000000000e+03
2.000000000000001776e+00,7.400000000000000000e+02,1.019999999999999929e+01,8.309000000000000000e+03
2.000000000000001776e+00,7.500000000000000000e+02,1.040000000000000036e+01,8.423000000000000000e+03
2.000000000000001776e+00,7.600000000000000000e+02,1.030000000000000071e+01,8.519000000000000000e+03
2.000000000000001776e+00,7.700000000000000000e+02,1.030000000000000071e+01,8.616000000000000000e+03
2.000000000000001776e+00,7.800000000000000000e+02,1.040000000000000036e+01,8.725000000000000000e+03
2.000000000000001776e+00,7.900000000000000000e+02,1.019999999999999929e+01,8.821000000000000000e+03
2.000000000000001776e+00,8.000000000000000000e+02,1.040000000000000036e+01,8.936000000000000000e+03
2.000000000000001776e+00,8.100000000000000000e+02,1.050000000000000000e+01,9.043000000000000000e+03
2.000000000000001776e+00,8.200000000000000000e+02,1.069999999999999929e+01,9.168000000000000000e+03
2.000000000000001776e+00,8.300000000000000000e+02,1.059999999999999964e+01,9.263000000000000000e+03
2.000000000000001776e+00,8.400000000000000000e+02,1.059999999999999964e+01,9.372000000000000000e+03
2.000000000000001776e+00,8.500000000000000000e+02,1.040000000000000036e+01,9.469000000000000000e+03
2.000000000000001776e+00,8.600000000000000000e+02,1.069999999999999929e+01,9.592000000000000000e+03
2.000000000000001776e+00,8.700000000000000000e+02,1.069999999999999929e+01,9.686000000000000000e+03
2.000000000000001776e+00,8.800000000000000000e+02,1.050000000000000000e+01,9.777000000000000000e+03
2.000000000000001776e+00,8.900000000000000000e+02,1.050000000000000000e+01,9.875000000000000000e+03
2.000000000000001776e+00,9.000000000000000000e+02,1.059999999999999964e+01,9.993000000000000000e+03
2.000000000000001776e+00,9.100000000000000000e+02,1.100000000000000000e+01,1.014900000000000000e+04
2.000000000000001776e+00,9.200000000000000000e+02,1.119999999999999929e+01,1.030400000000000000e+04
2.000000000000001776e+00,9.300000000000000000e+02,1.219999999999999929e+01,1.049300000000000000e+04
2.000000000000001776e+00,9.400000000000000000e+02,1.559999999999999964e+01,1.099000000000000000e+04
2.000000000000001776e+00,9.500000000000000000e+02,1.630000000000000071e+01,1.112300000000000000e+04
2.000000000000001776e+00,9.600000000000000000e+02,1.839999999999999858e+01,1.149400000000000000e+04
2.000000000000001776e+00,9.700000000000000000e+02,1.989999999999999858e+01,1.173000000000000000e+04
