% time spent exploring,episodes,mean 100 episode reward,steps
95,10,24.4,219
88,20,26.7,507
84,30,24.8,718
81,40,22.3,867
77,50,21.0,1026
74,60,20.2,1189
70,70,19.7,1360
67,80,18.7,1476
64,90,18.3,1630
61,100,17.8,1761
58,110,16.7,1886
55,120,15.2,2026
53,130,14.3,2145
48,140,14.9,2356
39,150,17.4,2765
27,160,21.2,3312
13,170,25.9,3953
3,180,29.6,4439
2,190,32.4,4871
2,200,36.2,5380
2,210,41.7,6058
2,220,46.6,6684
2,230,51.3,7277
2,240,56.2,7974
2,250,57.8,8547
2,260,56.3,8939
2,270,51.8,9135
2,280,49.0,9339
2,290,46.8,9553
2,300,45.0,9885
2,310,44.6,10523
2,320,44.0,11083
2,330,42.7,11544
2,340,43.5,12321
2,350,50.1,13555
2,360,58.2,14758
