% time spent exploring,episodes,mean 100 episode reward,steps
89,10,18.8,168
76,20,19.1,362
65,30,18.3,531
55,40,17.4,678
47,50,16.4,803
36,60,16.5,970
29,70,15.7,1080
22,80,15.1,1192
15,90,14.5,1292
9,100,14.1,1391
3,110,13.1,1482
2,120,12.2,1578
2,130,11.4,1674
2,140,10.9,1768
2,150,10.6,1861
2,160,9.8,1954
2,170,9.7,2048
2,180,9.5,2142
2,190,9.4,2237
2,200,9.4,2333
2,210,9.5,2429
2,220,9.5,2524
2,230,9.4,2619
2,240,9.5,2715
2,250,9.5,2815
2,260,9.6,2915
2,270,9.6,3011
2,280,9.6,3107
2,290,9.7,3203
2,300,9.6,3298
2,310,9.6,3392
2,320,9.6,3487
2,330,9.6,3581
2,340,9.6,3675
2,350,9.5,3766
2,360,9.5,3862
2,370,9.5,3961
2,380,9.5,4055
2,390,9.5,4152
2,400,9.5,4252
2,410,9.5,4344
2,420,9.5,4440
2,430,9.6,4536
2,440,9.5,4625
2,450,9.5,4720
2,460,9.5,4811
2,470,9.5,4908
