% time spent exploring,episodes,mean 100 episode reward,steps
87,10,20.8,186
73,20,21.1,400
62,30,19.9,575
52,40,18.8,733
42,50,18.0,880
34,60,17.1,1005
26,70,16.3,1125
19,80,15.6,1229
13,90,15.0,1330
6,100,14.4,1426
2,110,13.3,1519
2,120,12.2,1616
2,130,11.4,1710
2,140,10.7,1801
2,150,10.1,1893
2,160,9.8,1986
2,170,9.6,2080
2,180,9.5,2178
2,190,9.4,2272
2,200,9.4,2367
2,210,9.4,2463
2,220,9.4,2559
2,230,9.5,2657
2,240,9.6,2756
2,250,9.6,2848
2,260,9.6,2945
2,270,9.6,3039
2,280,9.6,3133
2,290,9.6,3228
2,300,9.6,3323
2,310,9.5,3415
2,320,9.5,3511
2,330,9.5,3606
2,340,9.4,3701
2,350,9.5,3799
2,360,9.5,3893
2,370,9.4,3984
2,380,9.4,4073
2,390,9.4,4171
2,400,9.4,4267
2,410,9.5,4365
2,420,9.5,4463
2,430,9.5,4556
2,440,9.5,4653
2,450,9.5,4745
2,460,9.5,4842
2,470,9.5,4934
