# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,1.630000000000000071e+01,2.100000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.219999999999999929e+01,4.820000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.219999999999999929e+01,6.790000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.150000000000000000e+01,8.480000000000000000e+02
6.733333333333332860e+01,5.000000000000000000e+01,2.139999999999999858e+01,1.068000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,2.130000000000000071e+01,1.279000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,2.100000000000000000e+01,1.468000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,2.080000000000000071e+01,1.655000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,2.019999999999999929e+01,1.810000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,2.050000000000000000e+01,2.036000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,2.139999999999999858e+01,2.327000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,2.030000000000000071e+01,2.462000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,1.960000000000000142e+01,2.639000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,2.080000000000000071e+01,2.957000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,2.230000000000000071e+01,3.316000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,2.400000000000000000e+01,3.697000000000000000e+03
2.000000000000001776e+00,1.700000000000000000e+02,2.580000000000000071e+01,4.078000000000000000e+03
2.000000000000001776e+00,1.800000000000000000e+02,2.850000000000000000e+01,4.532000000000000000e+03
2.000000000000001776e+00,1.900000000000000000e+02,3.019999999999999929e+01,4.892000000000000000e+03
2.000000000000001776e+00,2.000000000000000000e+02,3.539999999999999858e+01,5.604000000000000000e+03
2.000000000000001776e+00,2.100000000000000000e+02,3.800000000000000000e+01,6.152000000000000000e+03
2.000000000000001776e+00,2.200000000000000000e+02,3.960000000000000142e+01,6.433000000000000000e+03
2.000000000000001776e+00,2.300000000000000000e+02,4.039999999999999858e+01,6.652000000000000000e+03
2.000000000000001776e+00,2.400000000000000000e+02,4.029999999999999716e+01,7.010000000000000000e+03
2.000000000000001776e+00,2.500000000000000000e+02,4.150000000000000000e+01,7.460000000000000000e+03
2.000000000000001776e+00,2.600000000000000000e+02,4.120000000000000284e+01,7.830000000000000000e+03
2.000000000000001776e+00,2.700000000000000000e+02,4.400000000000000000e+01,8.532000000000000000e+03
2.000000000000001776e+00,2.800000000000000000e+02,4.460000000000000142e+01,8.988000000000000000e+03
2.000000000000001776e+00,2.900000000000000000e+02,4.429999999999999716e+01,9.299000000000000000e+03
