# Exploration %,Episodes,Rewards,Timestep
9.346666666666666856e+01,1.000000000000000000e+01,2.580000000000000071e+01,2.550000000000000000e+02
8.693333333333332291e+01,2.000000000000000000e+01,2.280000000000000071e+01,4.500000000000000000e+02
8.040000000000000568e+01,3.000000000000000000e+01,2.280000000000000071e+01,6.810000000000000000e+02
7.386666666666667425e+01,4.000000000000000000e+01,2.160000000000000142e+01,8.860000000000000000e+02
6.733333333333332860e+01,5.000000000000000000e+01,2.200000000000000000e+01,1.087000000000000000e+03
6.079999999999999716e+01,6.000000000000000000e+01,2.200000000000000000e+01,1.311000000000000000e+03
5.426666666666666572e+01,7.000000000000000000e+01,2.139999999999999858e+01,1.488000000000000000e+03
4.773333333333334139e+01,8.000000000000000000e+01,2.069999999999999929e+01,1.662000000000000000e+03
4.120000000000000284e+01,9.000000000000000000e+01,2.050000000000000000e+01,1.843000000000000000e+03
3.466666666666667140e+01,1.000000000000000000e+02,2.019999999999999929e+01,2.013000000000000000e+03
2.813333333333334352e+01,1.100000000000000000e+02,1.950000000000000000e+01,2.196000000000000000e+03
2.159999999999999787e+01,1.200000000000000000e+02,1.889999999999999858e+01,2.383000000000000000e+03
1.506666666666666110e+01,1.300000000000000000e+02,1.810000000000000142e+01,2.520000000000000000e+03
8.533333333333336768e+00,1.400000000000000000e+02,1.819999999999999929e+01,2.674000000000000000e+03
2.000000000000001776e+00,1.500000000000000000e+02,1.719999999999999929e+01,2.804000000000000000e+03
2.000000000000001776e+00,1.600000000000000000e+02,1.590000000000000036e+01,2.897000000000000000e+03
2.000000000000001776e+00,1.700000000000000000e+02,1.509999999999999964e+01,2.991000000000000000e+03
2.000000000000001776e+00,1.800000000000000000e+02,1.440000000000000036e+01,3.088000000000000000e+03
2.000000000000001776e+00,1.900000000000000000e+02,1.369999999999999929e+01,3.209000000000000000e+03
2.000000000000001776e+00,2.000000000000000000e+02,1.290000000000000036e+01,3.302000000000000000e+03
2.000000000000001776e+00,2.100000000000000000e+02,1.240000000000000036e+01,3.429000000000000000e+03
2.000000000000001776e+00,2.200000000000000000e+02,1.190000000000000036e+01,3.522000000000000000e+03
2.000000000000001776e+00,2.300000000000000000e+02,1.130000000000000071e+01,3.617000000000000000e+03
2.000000000000001776e+00,2.400000000000000000e+02,1.040000000000000036e+01,3.713000000000000000e+03
2.000000000000001776e+00,2.500000000000000000e+02,1.040000000000000036e+01,3.850000000000000000e+03
2.000000000000001776e+00,2.600000000000000000e+02,1.069999999999999929e+01,3.968000000000000000e+03
2.000000000000001776e+00,2.700000000000000000e+02,1.069999999999999929e+01,4.062000000000000000e+03
2.000000000000001776e+00,2.800000000000000000e+02,1.069999999999999929e+01,4.158000000000000000e+03
2.000000000000001776e+00,2.900000000000000000e+02,1.069999999999999929e+01,4.275000000000000000e+03
2.000000000000001776e+00,3.000000000000000000e+02,1.069999999999999929e+01,4.368000000000000000e+03
2.000000000000001776e+00,3.100000000000000000e+02,1.059999999999999964e+01,4.490000000000000000e+03
2.000000000000001776e+00,3.200000000000000000e+02,1.059999999999999964e+01,4.584000000000000000e+03
2.000000000000001776e+00,3.300000000000000000e+02,1.090000000000000036e+01,4.706000000000000000e+03
2.000000000000001776e+00,3.400000000000000000e+02,1.080000000000000071e+01,4.796000000000000000e+03
2.000000000000001776e+00,3.500000000000000000e+02,1.090000000000000036e+01,4.948000000000000000e+03
2.000000000000001776e+00,3.600000000000000000e+02,1.080000000000000071e+01,5.049000000000000000e+03
2.000000000000001776e+00,3.700000000000000000e+02,1.080000000000000071e+01,5.148000000000000000e+03
2.000000000000001776e+00,3.800000000000000000e+02,1.159999999999999964e+01,5.327000000000000000e+03
2.000000000000001776e+00,3.900000000000000000e+02,1.250000000000000000e+01,5.540000000000000000e+03
2.000000000000001776e+00,4.000000000000000000e+02,1.430000000000000071e+01,5.817000000000000000e+03
2.000000000000001776e+00,4.100000000000000000e+02,1.559999999999999964e+01,6.072000000000000000e+03
2.000000000000001776e+00,4.200000000000000000e+02,1.730000000000000071e+01,6.331000000000000000e+03
2.000000000000001776e+00,4.300000000000000000e+02,1.910000000000000142e+01,6.638000000000000000e+03
2.000000000000001776e+00,4.400000000000000000e+02,2.119999999999999929e+01,6.957000000000000000e+03
2.000000000000001776e+00,4.500000000000000000e+02,2.380000000000000071e+01,7.352000000000000000e+03
2.000000000000001776e+00,4.600000000000000000e+02,2.769999999999999929e+01,7.850000000000000000e+03
2.000000000000001776e+00,4.700000000000000000e+02,3.220000000000000284e+01,8.433000000000000000e+03
2.000000000000001776e+00,4.800000000000000000e+02,3.639999999999999858e+01,9.013000000000000000e+03
2.000000000000001776e+00,4.900000000000000000e+02,4.239999999999999858e+01,9.856000000000000000e+03
