% time spent exploring,episodes,mean 100 episode reward,steps
93,10,19.3,173
86,20,20.5,388
80,30,26.7,773
73,40,35.2,1370
67,50,39.5,1933
60,60,41.3,2433
54,70,42.9,2956
47,80,45.8,3614
41,90,51.1,4546
34,100,55.1,5450
28,110,61.9,6359
21,120,67.1,7098
15,130,73.2,8098
8,140,77.3,9098
2,150,81.6,10098
2,160,86.6,11098
2,170,91.4,12098
2,180,94.8,13098
2,190,95.5,14094
