% time spent exploring,episodes,mean 100 episode reward,steps
93,10,26.3,236
86,20,24.3,460
80,30,25.8,748
73,40,26.3,1025
67,50,30.7,1504
60,60,32.8,1937
54,70,34.2,2358
47,80,34.7,2741
41,90,38.6,3431
34,100,39.5,3912
28,110,40.0,4232
21,120,40.9,4550
15,130,41.4,4884
8,140,42.4,5261
2,150,42.0,5706
2,160,42.7,6206
2,170,43.5,6705
2,180,44.5,7192
2,190,42.3,7662
2,200,42.7,8181
2,210,43.8,8611
2,220,44.9,9037
2,230,45.2,9405
2,240,44.8,9742
2,250,44.2,10126
2,260,43.5,10558
2,270,42.1,10916
2,280,41.1,11300
2,290,40.7,11730
2,300,38.6,12040
2,310,37.8,12388
2,320,36.9,12728
2,330,37.3,13139
2,340,39.8,13719
2,350,41.5,14273
